Date,Close,High,Low,Open,Volume
2020-01-02,207.95384216308594,207.96374966670473,204.47440252196083,204.95021983697868,12077100
2020-01-03,206.85353088378906,208.56846704037827,205.14850223209564,205.40624861900196,11188400
2020-01-06,210.74929809570312,210.9277239141144,204.7222233942496,204.90064921266088,17058900
2020-01-07,211.20526123046875,212.71203351581175,209.90666750220223,210.96736016633307,14912400
2020-01-08,213.34649658203125,214.35762164844684,210.7592162031763,211.14582062181162,13475000
2020-01-09,216.39967346191406,216.4789788667449,214.39725358632398,215.6462796790009,12642800
2020-01-10,216.1617431640625,217.96590697301042,215.5273150927095,217.29181863884628,12119400
2020-01-13,219.97824096679688,220.0377162368791,217.3017479313842,217.68835231287758,14463400
2020-01-14,217.1530303955078,220.44413629993724,216.72678090388717,219.68083509001343,13288900
2020-01-15,219.22483825683594,219.75022328905106,218.2236359574362,218.689545721998,10036500
2020-01-16,219.8394775390625,220.69199177101737,218.4714857160289,220.6325164962698,10015300
2020-01-17,220.2062530517578,220.3549412394602,218.61026762459173,220.09721000545602,15905900
2020-01-21,219.51234436035156,220.4342413538847,217.21253293939026,220.22607789610095,14275800
2020-01-22,219.39340209960938,220.81094659506738,219.35374183170325,220.37477440386175,12212800
2020-01-23,217.8469696044922,219.56192073379037,217.36124476665748,218.82835703609265,11195000
2020-01-24,216.04283142089844,219.84940053253646,214.2287597834863,218.87793568264115,11905800
2020-01-27,212.99952697753906,214.17917031016634,210.6501629417429,211.24494592278575,13810700
2020-01-28,215.8941192626953,216.8358615605444,211.66130074124504,214.2584886549919,13413800
2020-01-29,221.2867431640625,222.24830037009562,216.54835503324057,219.5123320537504,33181300
2020-01-30,207.7060089111328,209.58946307756923,202.96762073363075,204.7321243582591,48775500
2020-01-31,200.15237426757812,206.87335306305428,199.30976747903438,206.61560668606103,31359900
2020-02-03,202.41250610351562,203.35423322426226,200.73721531848193,201.6690349356694,15495600
2020-02-04,208.00340270996094,208.7667039889746,203.4137026585634,204.8213395474977,19628900
2020-02-05,208.28097534179688,210.8781631806116,206.89316851020735,210.66007708908182,12538200
2020-02-06,209.0145263671875,209.35156298788317,207.5176614545207,208.63782948172818,10567500
2020-02-07,210.48162841796875,210.9673683192804,208.10251180296524,208.46930116761217,12242500
2020-02-10,211.20526123046875,211.93882480545525,208.82615983336527,209.6786739404196,11856400
2020-02-11,205.3863983154297,209.02444888187566,204.71230989966838,208.36028309599743,25030800
2020-02-12,208.92529296875,209.38129524606632,205.59454173422142,206.04063650858083,13813700
2020-02-13,211.2845916748047,212.46423501084925,207.35905726566108,207.69610902307352,15396600
2020-02-14,212.31553649902344,213.05900768129823,210.79885649725966,212.13711067573826,10741700
2020-02-18,215.9040069580078,216.08243275864947,211.54230083328522,211.6910041264446,15609200
2020-02-19,215.5967254638672,216.41950201628228,214.228733710941,216.09237289597561,12135100
2020-02-20,212.7120361328125,216.86556368947035,211.0962207978753,214.63515043001087,13109200
2020-02-21,208.35035705566406,212.3750270986265,207.0121180018901,211.62163328593365,14092300
2020-02-24,198.97271728515625,201.87720413639323,196.44491221736035,200.0433176124331,23080100
2020-02-25,195.0570831298828,201.7284929361897,194.24421412884456,200.48937442921064,21433500
2020-02-26,195.4833526611328,199.4584549193443,193.78824684047552,195.47344515740704,16524500
2020-02-27,188.09820556640625,194.1748480885161,187.85038184365735,190.15019325122768,21682600
2020-02-28,190.7945098876953,191.0621637168897,180.2372263998823,181.1095555314714,32568900
2020-03-02,194.72998046875,194.85885365128047,187.2060555030283,192.34095603269014,24949000
2020-03-03,184.27178955078125,195.5229915679651,182.36850535212912,194.511866637883,27984100
2020-03-04,190.09072875976562,190.1601266720543,184.76747930991147,187.52327827239506,23062500
2020-03-05,183.55807495117188,187.34482873238224,182.2892186883273,185.15406034636916,19333400
2020-03-06,179.5135955810547,182.18018136792298,174.72563924503544,176.77762701445522,24559600
2020-03-09,168.0244903564453,173.47661246240665,163.75201163538196,168.12362589966506,29949000
2020-03-10,176.63885498046875,176.73797540293373,168.02449918050053,173.14949241413558,24517800
2020-03-11,168.75802612304688,174.3489279887689,166.2004838159884,172.49519649384075,20373900
2020-03-12,153.1252899169922,165.1496991854389,152.99641676871764,158.1511460622676,43266300
